memory_budget,exemplar_size,T,batch_size,class_increment,train_accuracy,test_accuracy,average_accuracy
500,200,2,128,10,93.56,72.7,65.27
500,200,2,256,10,81.44,62.4,63.97
500,200,2,256,10,95.91,50.5,63.97
500,200,2,256,10,96.11,66.1,63.97
500,200,2,256,10,96.06,60.9,63.97
500,200,2,256,10,95.51,66.9,63.97
500,200,2,256,10,95.64,63.6,63.97
500,200,2,256,10,94.95,67.2,63.97
500,200,2,256,10,92.75,66.5,63.97
500,200,2,256,10,92.66,66.3,63.97
500,200,2,256,10,92.64,69.3,63.97
1500,20,2,32,10,79.42,67.9,65.73
1500,20,2,32,10,91.71,62.5,65.73
1500,20,2,32,10,90.74,64.7,65.73
1500,20,2,32,10,88.15,61.5,65.73
1500,20,2,32,10,88.6,60.7,65.73
1500,20,2,32,10,84.57,62.9,65.73
1500,20,2,32,10,87.14,70.2,65.73
1500,20,2,32,10,86.03,63.4,65.73
1500,20,2,32,10,84.33,69.0,65.73
1500,20,2,32,10,86.49,74.5,65.73
1500,20,2,64,10,83.12,63.6,66.11
1500,20,2,64,10,95.6,57.6,66.11
1500,20,2,64,10,94.52,69.9,66.11
1500,20,2,64,10,92.68,64.3,66.11
1500,20,2,64,10,91.54,67.6,66.11
1500,20,2,64,10,92.05,62.4,66.11
1500,20,2,64,10,90.49,65.7,66.11
1500,20,2,64,10,86.38,66.6,66.11
1500,20,2,64,10,93.29,69.7,66.11
1500,20,2,64,10,90.14,73.7,66.11
1500,20,2,128,10,76.26,60.1,64.78
1500,20,2,128,10,94.25,62.9,64.78
1500,20,2,128,10,95.68,68.8,64.78
1500,20,2,128,10,94.17,58.2,64.78
1500,20,2,128,10,94.83,63.0,64.78
1500,20,2,128,10,93.92,65.0,64.78
1500,20,2,128,10,93.72,66.6,64.78
1500,20,2,128,10,93.69,68.1,64.78
1500,20,2,128,10,90.96,67.9,64.78
1500,20,2,128,10,88.94,67.2,64.78
1500,20,2,256,10,71.58,60.3,60.9
1500,20,2,256,10,91.63,47.7,60.9
1500,20,2,256,10,94.52,62.3,60.9
1500,20,2,256,10,94.15,57.5,60.9
1500,20,2,256,10,92.64,62.6,60.9
1500,20,2,256,10,91.23,62.3,60.9
1500,20,2,256,10,91.77,62.2,60.9
1500,20,2,256,10,93.11,64.1,60.9
1500,20,2,256,10,89.81,57.7,60.9
1500,20,2,256,10,88.49,72.3,60.9
1500,50,2,32,10,77.56,62.4,62.6
1500,50,2,32,10,90.55,55.3,62.6
1500,50,2,32,10,87.88,68.6,62.6
1500,50,2,32,10,87.45,55.4,62.6
1500,50,2,32,10,88.33,69.0,62.6
1500,50,2,32,10,81.98,57.0,62.6
1500,50,2,32,10,86.52,55.2,62.6
1500,50,2,32,10,89.0,64.2,62.6
1500,50,2,32,10,90.09,67.7,62.6
1500,50,2,32,10,87.84,71.2,62.6
1500,50,2,64,10,75.68,60.7,63.57
1500,50,2,64,10,90.31,57.3,63.57
1500,50,2,64,10,93.95,66.2,63.57
1500,50,2,64,10,93.52,62.6,63.57
1500,50,2,64,10,91.47,60.2,63.57
1500,50,2,64,10,93.18,64.2,63.57
1500,50,2,64,10,91.8,66.1,63.57
1500,50,2,64,10,89.78,65.7,63.57
1500,50,2,64,10,88.59,61.7,63.57
1500,50,2,64,10,91.3,71.0,63.57
1500,50,2,128,10,70.52,56.7,61.99
1500,50,2,128,10,91.43,53.0,61.99
1500,50,2,128,10,96.2,65.6,61.99
1500,50,2,128,10,94.71,56.7,61.99
1500,50,2,128,10,93.83,61.0,61.99
1500,50,2,128,10,93.29,66.6,61.99
1500,50,2,128,10,90.55,65.8,61.99
1500,50,2,128,10,91.08,62.0,61.99
1500,50,2,128,10,91.52,62.2,61.99
1500,50,2,128,10,91.51,70.3,61.99
1500,50,2,256,10,85.46,56.6,60.22
1500,50,2,256,10,96.0,51.0,60.22
1500,50,2,256,10,96.71,64.3,60.22
1500,50,2,256,10,94.69,54.9,60.22
1500,50,2,256,10,94.83,65.0,60.22
1500,50,2,256,10,92.88,57.9,60.22
1500,50,2,256,10,91.95,65.3,60.22
1500,50,2,256,10,92.12,62.6,60.22
1500,50,2,256,10,90.62,59.9,60.22
1500,50,2,256,10,89.19,64.7,60.22
1500,100,2,32,10,77.68,62.1,62.74
1500,100,2,32,10,87.75,57.6,62.74
1500,100,2,32,10,89.08,68.1,62.74
1500,100,2,32,10,85.77,57.9,62.74
1500,100,2,32,10,88.15,65.1,62.74
1500,100,2,32,10,87.06,58.9,62.74
1500,100,2,32,10,87.52,70.8,62.74
1500,100,2,32,10,83.86,61.7,62.74
1500,100,2,32,10,87.98,58.8,62.74
1500,100,2,32,10,87.93,66.4,62.74
1500,100,2,64,10,77.98,65.4,65.85
1500,100,2,64,10,93.11,60.1,65.85
1500,100,2,64,10,93.83,63.9,65.85
1500,100,2,64,10,94.46,65.9,65.85
1500,100,2,64,10,93.09,65.4,65.85
1500,100,2,64,10,91.94,67.6,65.85
1500,100,2,64,10,90.75,70.5,65.85
1500,100,2,64,10,78.28,65.1,65.85
1500,100,2,64,10,89.74,62.8,65.85
1500,100,2,64,10,90.26,71.8,65.85
1500,100,2,128,10,75.4,58.3,63.8
1500,100,2,128,10,93.58,56.2,63.8
1500,100,2,128,10,95.71,65.0,63.8
1500,100,2,128,10,95.08,60.1,63.8
1500,100,2,128,10,94.24,63.9,63.8
1500,100,2,128,10,93.82,67.0,63.8
1500,100,2,128,10,92.6,66.7,63.8
1500,100,2,128,10,92.8,63.7,63.8
1500,100,2,128,10,91.83,63.7,63.8
1500,100,2,128,10,92.1,73.4,63.8
1500,100,2,256,10,83.92,65.6,62.99
1500,100,2,256,10,94.82,58.4,62.99
1500,100,2,256,10,96.49,62.8,62.99
1500,100,2,256,10,96.18,58.9,62.99
1500,100,2,256,10,93.97,64.5,62.99
1500,100,2,256,10,91.55,61.1,62.99
1500,100,2,256,10,93.48,66.6,62.99
1500,100,2,256,10,91.53,63.6,62.99
1500,100,2,256,10,89.43,63.8,62.99
1500,100,2,256,10,85.82,64.6,62.99
1500,200,2,32,10,78.88,63.3,65.33
1500,200,2,32,10,87.98,58.7,65.33
1500,200,2,32,10,90.02,67.1,65.33
1500,200,2,32,10,89.74,67.4,65.33
1500,200,2,32,10,87.73,65.2,65.33
1500,200,2,32,10,88.26,64.2,65.33
1500,200,2,32,10,87.12,63.3,65.33
1500,200,2,32,10,86.28,68.1,65.33
1500,200,2,32,10,83.88,64.2,65.33
1500,200,2,32,10,84.18,71.8,65.33
1500,200,2,64,10,78.94,55.4,63.13
1500,200,2,64,10,90.42,59.7,63.13
1500,200,2,64,10,93.78,64.7,63.13
1500,200,2,64,10,92.35,60.3,63.13
1500,200,2,64,10,91.1,66.8,63.13
1500,200,2,64,10,90.72,63.4,63.13
1500,200,2,64,10,91.74,69.2,63.13
1500,200,2,64,10,87.14,64.9,63.13
1500,200,2,64,10,88.28,59.8,63.13
1500,200,2,64,10,89.57,67.1,63.13
1500,200,2,128,10,60.96,50.4,60.03
1500,200,2,128,10,83.77,52.1,60.03
1500,200,2,128,10,94.14,57.8,60.03
1500,200,2,128,10,95.37,58.7,60.03
1500,200,2,128,10,93.36,61.6,60.03
1500,200,2,128,10,91.28,65.3,60.03
1500,200,2,128,10,90.32,66.0,60.03
1500,200,2,128,10,91.68,58.8,60.03
1500,200,2,128,10,91.69,61.8,60.03
1500,200,2,128,10,90.68,67.8,60.03
1500,200,2,256,10,94.2,62.4,60.61
1500,200,2,256,10,97.12,53.7,60.61
1500,200,2,256,10,96.68,62.9,60.61
1500,200,2,256,10,95.14,54.0,60.61
1500,200,2,256,10,94.17,62.4,60.61
1500,200,2,256,10,91.52,56.9,60.61
1500,200,2,256,10,92.63,63.5,60.61
1500,200,2,256,10,93.28,63.3,60.61
1500,200,2,256,10,90.42,59.9,60.61
1500,200,2,256,10,91.44,67.1,60.61
2000,20,2,32,10,74.9,63.6,62.82
2000,20,2,32,10,88.31,54.5,62.82
2000,20,2,32,10,89.71,67.1,62.82
2000,20,2,32,10,85.69,56.2,62.82
2000,20,2,32,10,84.29,62.1,62.82
2000,20,2,32,10,85.63,60.5,62.82
2000,20,2,32,10,87.87,66.5,62.82
2000,20,2,32,10,83.66,62.5,62.82
2000,20,2,32,10,83.91,65.2,62.82
2000,20,2,32,10,81.25,70.0,62.82
2000,20,2,64,10,79.5,64.0,62.23
2000,20,2,64,10,91.46,54.3,62.23
2000,20,2,64,10,93.81,61.3,62.23
2000,20,2,64,10,91.66,56.9,62.23
2000,20,2,64,10,90.19,62.7,62.23
2000,20,2,64,10,88.8,62.3,62.23
2000,20,2,64,10,88.68,67.7,62.23
2000,20,2,64,10,88.25,61.7,62.23
2000,20,2,64,10,88.09,62.1,62.23
2000,20,2,64,10,85.2,69.3,62.23
2000,20,2,128,10,76.8,61.2,63.8
2000,20,2,128,10,92.83,59.9,63.8
2000,20,2,128,10,93.23,68.2,63.8
2000,20,2,128,10,91.28,60.9,63.8
2000,20,2,128,10,91.94,61.1,63.8
2000,20,2,128,10,90.99,65.1,63.8
2000,20,2,128,10,89.2,65.6,63.8
2000,20,2,128,10,89.09,65.5,63.8
2000,20,2,128,10,89.53,62.0,63.8
2000,20,2,128,10,89.91,68.5,63.8
2000,20,2,256,10,76.64,58.1,59.0
2000,20,2,256,10,92.51,57.4,59.0
2000,20,2,256,10,94.44,57.8,59.0
2000,20,2,256,10,93.18,53.8,59.0
2000,20,2,256,10,92.73,61.8,59.0
2000,20,2,256,10,92.34,61.6,59.0
2000,20,2,256,10,92.05,59.2,59.0
2000,20,2,256,10,90.14,60.0,59.0
2000,20,2,256,10,91.87,57.6,59.0
2000,20,2,256,10,91.53,62.7,59.0
2000,50,2,32,10,79.56,56.2,63.57
2000,50,2,32,10,86.69,56.2,63.57
2000,50,2,32,10,90.19,64.1,63.57
2000,50,2,32,10,88.15,62.0,63.57
2000,50,2,32,10,88.54,67.5,63.57
2000,50,2,32,10,86.33,65.9,63.57
2000,50,2,32,10,83.14,64.7,63.57
2000,50,2,32,10,84.47,62.2,63.57
2000,50,2,32,10,85.26,67.5,63.57
2000,50,2,32,10,82.81,69.4,63.57
2000,50,2,64,10,76.88,63.8,60.71
2000,50,2,64,10,91.16,52.3,60.71
2000,50,2,64,10,92.66,60.4,60.71
2000,50,2,64,10,87.11,47.8,60.71
2000,50,2,64,10,91.64,61.0,60.71
2000,50,2,64,10,90.76,64.4,60.71
2000,50,2,64,10,82.52,68.8,60.71
2000,50,2,64,10,87.96,62.5,60.71
2000,50,2,64,10,88.64,64.1,60.71
2000,50,2,64,10,82.38,62.0,60.71
2000,50,2,128,10,82.98,64.0,61.08
2000,50,2,128,10,96.9,53.2,61.08
2000,50,2,128,10,96.13,63.6,61.08
2000,50,2,128,10,95.86,53.7,61.08
2000,50,2,128,10,92.79,56.7,61.08
2000,50,2,128,10,91.99,60.8,61.08
2000,50,2,128,10,93.38,65.7,61.08
2000,50,2,128,10,91.8,57.2,61.08
2000,50,2,128,10,93.56,65.0,61.08
2000,50,2,128,10,91.17,70.9,61.08
2000,50,2,256,10,96.16,63.9,59.22
2000,50,2,256,10,95.23,50.4,59.22
2000,50,2,256,10,95.9,57.7,59.22
2000,50,2,256,10,93.95,53.0,59.22
2000,50,2,256,10,94.27,60.6,59.22
2000,50,2,256,10,90.77,63.6,59.22
2000,50,2,256,10,87.79,59.5,59.22
2000,50,2,256,10,89.8,58.9,59.22
2000,50,2,256,10,92.34,56.8,59.22
2000,50,2,256,10,90.59,67.8,59.22
2000,100,2,32,10,79.62,57.0,59.75
2000,100,2,32,10,90.51,55.9,59.75
2000,100,2,32,10,91.84,58.6,59.75
2000,100,2,32,10,85.52,59.6,59.75
2000,100,2,32,10,88.51,64.8,59.75
2000,100,2,32,10,85.41,62.6,59.75
2000,100,2,32,10,83.51,65.3,59.75
2000,100,2,32,10,84.63,52.0,59.75
2000,100,2,32,10,84.9,64.4,59.75
2000,100,2,32,10,79.99,57.3,59.75
2000,100,2,64,10,77.9,61.1,63.92
2000,100,2,64,10,88.46,56.5,63.92
2000,100,2,64,10,92.27,64.1,63.92
2000,100,2,64,10,91.89,61.5,63.92
2000,100,2,64,10,91.04,60.9,63.92
2000,100,2,64,10,89.11,66.5,63.92
2000,100,2,64,10,86.16,65.0,63.92
2000,100,2,64,10,89.27,65.4,63.92
2000,100,2,64,10,85.29,68.8,63.92
2000,100,2,64,10,84.1,69.4,63.92
2000,100,2,128,10,63.98,56.3,62.15
2000,100,2,128,10,91.09,57.6,62.15
2000,100,2,128,10,94.89,62.3,62.15
2000,100,2,128,10,95.63,57.8,62.15
2000,100,2,128,10,95.2,66.2,62.15
2000,100,2,128,10,92.87,62.3,62.15
2000,100,2,128,10,92.62,64.5,62.15
2000,100,2,128,10,93.3,63.9,62.15
2000,100,2,128,10,92.17,63.2,62.15
2000,100,2,128,10,92.56,67.4,62.15
2000,100,2,256,10,83.26,61.5,59.99
2000,100,2,256,10,91.77,57.2,59.99
2000,100,2,256,10,94.44,61.3,59.99
2000,100,2,256,10,92.85,52.7,59.99
2000,100,2,256,10,92.53,60.5,59.99
2000,100,2,256,10,89.74,60.6,59.99
2000,100,2,256,10,89.33,61.6,59.99
2000,100,2,256,10,88.15,63.4,59.99
2000,100,2,256,10,88.36,53.4,59.99
2000,100,2,256,10,89.27,67.7,59.99
2000,200,2,32,10,78.96,68.9,63.76
2000,200,2,32,10,89.01,60.1,63.76
2000,200,2,32,10,89.4,62.2,63.76
2000,200,2,32,10,88.55,62.7,63.76
2000,200,2,32,10,87.27,64.3,63.76
2000,200,2,32,10,85.93,64.5,63.76
2000,200,2,32,10,88.58,66.7,63.76
2000,200,2,32,10,85.65,61.5,63.76
2000,200,2,32,10,83.8,51.8,63.76
2000,200,2,32,10,80.53,74.9,63.76
2000,200,2,64,10,82.82,61.9,64.67
2000,200,2,64,10,91.99,55.5,64.67
2000,200,2,64,10,94.64,65.5,64.67
2000,200,2,64,10,94.87,51.0,64.67
2000,200,2,64,10,90.24,66.1,64.67
2000,200,2,64,10,91.67,68.6,64.67
2000,200,2,64,10,89.8,73.4,64.67
2000,200,2,64,10,89.37,63.8,64.67
2000,200,2,64,10,90.1,68.7,64.67
2000,200,2,64,10,83.88,72.2,64.67
2000,200,2,128,10,78.98,60.6,62.59
2000,200,2,128,10,94.14,53.5,62.59
2000,200,2,128,10,97.1,65.4,62.59
2000,200,2,128,10,94.87,62.5,62.59
2000,200,2,128,10,92.13,59.8,62.59
2000,200,2,128,10,92.67,65.6,62.59
2000,200,2,128,10,91.86,66.5,62.59
2000,200,2,128,10,91.98,58.0,62.59
2000,200,2,128,10,93.07,63.4,62.59
2000,200,2,128,10,91.46,70.6,62.59
2000,200,2,256,10,87.64,61.9,59.71
2000,200,2,256,10,96.27,51.5,59.71
2000,200,2,256,10,97.03,62.3,59.71
2000,200,2,256,10,93.6,54.3,59.71
2000,200,2,256,10,94.51,59.6,59.71
2000,200,2,256,10,94.49,58.0,59.71
2000,200,2,256,10,93.88,63.3,59.71
2000,200,2,256,10,91.26,59.0,59.71
2000,200,2,256,10,90.41,57.4,59.71
2000,200,2,256,10,90.01,69.8,59.71
